   X   ,   Y    ,   Z   
 +0.312,  -0.048,  +0.277
 -1.732,  -0.297,  +1.146
 -0.167,  +0.265,  +1.781
 -1.265,  -1.179,  +1.021
 -1.424,  +0.291,  -0.221
 +0.180,  -1.234,  -0.540
 -0.900,  -0.980,  +0.487
 +0.245,  -0.061,  -1.398
 +0.666,  +0.068,  -0.153
 +0.040,  +0.332,  +0.043
 -0.377,  -1.433,  +1.021
 -1.587,  -0.061,  -0.813
 +1.261,  +0.364,  -0.992
 +0.807,  -1.677,  -0.100
 +0.636,  -0.248,  +0.785
 -0.535,  -2.361,  -0.530
 -0.118,  -0.551,  +1.884
 +1.673,  -0.993,  +0.442
 +2.123,  +0.975,  -0.003
 -0.585,  +0.744,  -0.850
 +2.430,  +0.832,  -1.933
 +1.501,  +0.243,  -0.103
 +0.464,  +1.273,  -1.460
 -1.499,  -1.255,  -1.251
 -0.232,  +0.527,  +1.114
 -0.264,  -0.336,  -1.734
 -0.081,  +0.890,  +1.513
 +0.376,  +0.250,  -1.276
 +0.078,  -1.823,  +0.407
 -0.053,  +1.666,  +0.264
 +0.093,  +0.355,  +1.647
 -0.180,  -0.529,  +1.863
 -0.796,  -0.469,  +2.591
 +0.632,  -0.379,  -1.310
 +0.331,  -1.711,  +0.977
 -0.340,  +0.984,  +0.749
 -1.261,  -0.250,  +0.445
 -0.346,  +0.829,  +1.165
 +1.453,  -0.224,  -2.301
 -0.430,  +2.129,  -0.531
 -0.029,  -0.533,  +0.606
 -1.363,  +0.457,  -0.448
 +0.029,  -0.522,  -0.635
 -0.729,  +0.310,  -1.114
 +1.274,  -0.018,  +0.866
 -0.365,  -0.271,  -0.023
 -0.017,  +0.548,  +0.782
 -0.376,  +2.464,  -0.728
 +1.761,  +0.722,  +0.143
 -0.211,  +0.269,  -0.842
 -0.322,  -0.532,  +0.046
 +1.196,  -0.733,  +2.205
 -1.133,  -0.966,  -0.180
 +0.096,  +0.709,  +0.364
 -0.097,  -0.632,  -0.915
 +0.125,  -1.512,  -0.488
 -0.641,  +0.433,  -0.135
 -1.086,  -0.787,  +1.362
 -0.644,  +0.280,  +1.109
 -0.496,  -0.894,  +0.051
 +0.325,  +0.397,  +1.954
 -1.955,  +0.961,  +0.226
 -0.710,  -1.024,  -1.930
 -0.708,  -1.477,  -1.412
 -0.061,  -1.630,  -1.497
 +0.197,  -1.137,  +1.132
 +1.063,  +0.882,  +2.483
 -0.386,  -0.514,  -0.423
 +0.464,  +0.235,  -2.023
 -0.199,  -0.291,  -0.798
 +0.311,  -0.168,  +2.009
 -0.326,  -0.922,  -0.313
 +1.129,  -1.312,  +0.181
 -1.328,  -1.608,  +1.790
 -1.102,  +0.054,  +0.318
 +1.392,  +0.861,  +0.181
 -0.537,  +0.676,  -0.505
 -0.881,  +0.069,  -0.366
 +1.227,  +1.229,  +0.409
 -0.258,  -1.021,  -1.580
 -1.138,  +0.426,  +1.291
 -0.204,  +0.405,  -1.648
 -0.290,  -1.116,  +1.504
 +2.026,  +0.710,  +0.769
 -1.243,  +0.863,  -0.196
 -1.294,  -1.400,  -0.593
 -0.643,  -0.737,  +0.221
 -0.136,  -0.257,  -0.557
 -0.323,  -0.836,  -1.263
 -0.576,  +0.558,  +0.507
 -0.971,  -0.281,  -1.487
 -0.155,  +0.058,  +0.246
 -0.364,  -1.630,  -0.918
 -1.039,  +0.110,  -1.656
 +1.237,  +0.550,  -1.953
 -1.804,  -0.535,  +0.721
 -0.950,  -0.803,  +0.512
 +0.171,  -0.039,  +0.543
 +0.739,  -0.779,  -1.276
 -0.634,  +0.055,  -0.876
 -1.113,  +0.450,  +0.672
 -1.565,  +0.868,  -1.303
 +1.705,  +1.297,  +0.743
 -3.197,  +0.035,  +0.225
 -0.812,  -1.215,  -2.600
 -1.448,  -0.453,  +0.425
 +0.501,  +1.341,  +0.057
 -0.150,  +0.423,  +0.944
 -0.364,  -1.171,  -1.187
 -1.315,  -0.271,  +0.278
 +0.548,  +0.602,  +1.303
 +1.701,  -0.680,  +0.713
 -0.668,  +0.155,  -1.183
 -1.090,  +0.081,  +0.277
 +0.731,  +0.150,  -2.726
 +1.543,  -0.660,  +1.064
 -0.314,  -0.417,  +1.466
 -0.416,  +1.052,  -0.995
 -0.364,  -0.770,  +0.952
 -1.178,  -0.515,  -1.044
 +1.166,  -2.093,  -0.646
 +1.396,  +0.635,  -0.472
 +1.731,  +1.035,  +0.327
 -0.761,  +1.289,  +1.336
 -0.534,  +0.356,  -0.834
 -0.747,  -0.405,  -0.043
 -0.824,  -0.623,  +1.028
 -0.764,  -0.932,  +0.251
 -1.115,  +1.254,  +1.202
 +0.793,  -1.152,  -0.164
 +0.238,  +1.115,  -2.131
 -0.368,  -1.431,  -0.713
 +0.606,  +0.362,  +0.461
 +0.241,  -0.494,  -0.889
 -0.825,  -0.652,  +0.582
 -3.218,  +1.660,  -1.095
 +0.292,  +1.703,  -1.122
 -0.927,  +1.487,  +0.265
 +0.150,  +0.276,  -2.170
 -0.288,  +1.150,  -1.407
 +1.714,  -1.147,  -0.371
 +0.790,  -1.261,  +1.044
 +0.244,  +1.087,  +0.653
 -1.755,  +0.173,  +1.848
 -1.283,  +0.953,  -0.191
 +0.224,  +0.078,  -0.132
 -0.809,  -0.568,  -0.951
 -0.432,  -0.165,  -0.009
 -0.700,  -0.178,  +0.304
 +0.346,  -0.403,  -1.820
 +0.615,  -0.528,  -0.314
 +0.420,  -0.168,  -0.288
 -0.475,  -0.451,  -0.320
 -0.413,  +1.360,  +0.868
 -0.042,  +0.721,  +0.508
 -0.291,  +0.580,  +1.073
 +1.531,  +0.450,  +0.335
 -0.818,  -0.687,  -0.030
 +0.104,  +0.865,  +0.124
 +0.434,  -0.693,  -1.595
 -0.494,  +0.013,  +0.028
 +0.607,  +0.140,  -1.312
 -0.016,  +0.155,  -0.627
 +0.332,  +1.462,  +1.118
 +2.334,  -0.283,  -0.315
 +0.157,  -0.927,  -0.412
 +0.622,  +0.513,  -1.005
 +0.692,  -0.919,  +0.300
 -0.763,  -0.851,  +0.064
 -0.082,  -0.025,  -0.857
 -0.170,  +0.768,  -0.335
 +0.428,  -0.152,  -0.690
 +0.449,  +0.036,  -0.112
 +0.686,  +0.906,  -0.141
 +0.168,  -1.466,  +0.453
 -0.766,  -0.801,  -0.816
 -1.112,  +0.511,  +2.090
 +1.270,  +0.795,  -0.111
 -3.044,  +0.026,  -0.006
 +1.558,  -0.059,  -0.870
 -1.449,  +1.011,  -1.793
 +0.655,  +0.494,  +0.485
 -0.069,  -0.119,  +0.369
 +1.449,  -0.101,  +0.605
 -0.280,  +0.508,  +0.028
 +0.909,  +1.140,  -1.055
 +0.773,  +1.294,  -1.783
 +1.377,  -0.493,  -1.678
 -0.105,  -0.762,  +0.148
 +1.063,  +0.750,  -0.724
 -0.105,  -0.935,  +1.274
 +0.841,  +0.290,  -0.411
 +0.391,  +0.869,  -0.984
 +0.485,  -1.559,  +1.291
 +0.299,  -0.236,  +0.354
 -0.590,  -0.603,  +0.847
 +0.808,  -0.613,  -1.699
 +0.783,  +1.231,  +0.042
 +0.983,  -1.827,  +2.571
 +0.505,  +1.253,  -0.902
 -0.081,  +1.154,  -1.153
 +1.421,  -1.765,  +0.147
 +2.740,  -1.391,  +0.895
 -0.428,  -1.655,  -0.978
 -0.772,  +0.105,  -0.024
 +1.164,  +0.324,  -1.009
 +0.236,  -0.975,  +0.339
 -2.472,  -1.914,  +0.878
 +2.172,  -0.514,  +0.195
 +1.663,  -0.554,  -1.465
 -0.083,  -0.619,  +1.241
 -0.959,  -1.153,  -0.808
 +0.654,  +1.395,  +1.477
 +0.534,  -0.330,  -1.366
 +0.234,  +0.170,  -0.479
 +0.899,  -1.218,  -0.935
 +0.152,  +0.321,  +0.935
 +1.900,  +0.250,  -0.286
 +1.901,  -0.134,  +0.529
 +0.193,  -0.007,  -1.560
 -1.274,  +0.384,  +1.294
 -0.802,  +0.608,  -0.968
 +0.292,  -1.331,  +1.011
 +1.609,  +0.536,  +0.497
 +0.213,  +0.249,  -0.151
 -0.449,  +0.341,  -0.924
 +0.154,  +0.188,  -0.289
 -0.405,  +0.323,  +1.292
 -0.097,  -0.204,  -0.730
 -1.466,  +0.278,  -0.341
 -0.111,  +0.416,  +1.907
 -0.292,  -1.099,  +0.504
 +1.491,  +0.509,  -0.769
 +0.267,  -0.366,  +0.319
 -0.784,  -0.321,  +1.042
 -0.976,  +0.882,  +0.106
 -0.483,  +0.433,  +0.120
 -1.432,  -2.146,  -1.211
 +1.921,  +0.864,  +0.584
 -1.620,  +0.764,  -0.334
 -1.348,  -1.097,  -1.678
 +0.078,  -0.860,  -0.287
 +1.581,  -1.238,  -1.439
 +1.436,  +1.430,  +1.260
 +0.691,  +0.564,  +0.132
 +0.247,  +1.579,  -0.638
 +0.132,  +0.051,  +0.389
 +0.003,  +0.242,  +1.285
 +0.189,  -0.642,  +0.046
 -0.740,  -1.380,  +1.024
 +0.478,  +0.000,  -0.987
 +0.835,  +0.339,  +2.858
 +0.209,  +0.976,  +0.129
 -0.921,  +1.104,  +0.562
 -1.649,  -1.317,  -0.133
 +0.620,  +0.967,  -1.105
 +0.055,  +0.042,  +0.983
 -0.363,  +1.093,  +1.157
 +0.709,  -0.045,  -0.084
 +0.047,  -0.050,  -0.027
 +0.095,  +0.660,  -0.266
 -0.012,  +0.422,  +0.098
 -0.219,  +0.520,  +0.570
 -0.594,  -0.461,  -0.420
 +0.524,  -0.527,  -1.036
 -0.120,  +1.027,  -1.074
 +1.281,  -0.144,  +0.312
 -2.190,  +0.766,  +0.170
 +0.601,  +0.727,  +0.285
 +0.549,  +1.133,  +1.161
 -0.240,  -1.933,  -0.129
 -0.528,  +1.442,  -1.607
 +0.927,  -0.832,  -0.827
 -0.974,  -0.264,  -0.836
 +0.505,  +0.051,  -0.618
 -0.549,  +1.009,  -0.060
 -0.056,  -0.221,  -0.364
 +0.846,  +1.538,  -0.928
 +0.367,  -1.161,  +0.992
 +0.805,  -1.709,  +0.021
 +0.647,  -0.444,  +0.291
 +0.161,  -0.511,  +0.586
 -0.845,  -0.253,  -0.746
 +1.314,  +1.175,  -0.792
 -0.182,  +1.350,  -1.602
 +1.721,  +0.501,  -0.596
 +0.476,  +2.347,  -1.088
 -0.058,  -1.385,  -0.643
 +0.253,  -0.114,  -0.410
 +0.096,  -1.128,  +0.286
 -0.994,  +1.003,  -0.504
 +1.019,  -0.926,  -0.314
 +1.478,  +0.733,  -2.112
 -0.166,  +0.990,  -1.307
 +0.311,  +0.069,  +0.454
 +0.923,  +1.056,  -0.587
 +1.955,  -0.360,  -0.889
 +1.717,  +1.183,  -0.188
 -0.671,  +0.141,  -1.206
 +0.598,  -0.682,  -0.339
 +0.752,  -1.305,  +0.827
 -0.622,  -0.303,  +0.212
 +0.330,  +0.845,  +0.934
 +0.427,  -0.888,  -1.400
 +0.306,  +0.820,  -0.171
 -0.147,  +1.494,  +0.912
 -0.062,  -1.471,  +1.652
 +0.043,  +0.731,  +1.275
 -3.142,  -1.948,  +0.389
 +0.323,  -1.913,  -0.696
 -1.118,  +0.189,  +0.945
 -0.909,  +1.700,  +0.093
 -0.281,  +1.153,  -0.478
 -0.377,  -0.051,  +0.913
 -0.280,  +0.419,  -1.710
 +0.293,  +0.310,  -0.323
 +0.345,  -1.975,  -0.486
 +0.626,  -0.683,  +0.823
 -1.293,  -0.545,  -0.177
 -1.534,  -1.748,  -0.501
 +1.374,  +0.976,  +0.272
 -0.275,  -1.430,  +1.298
 -1.053,  -2.282,  -0.974
 -1.558,  -1.122,  -0.838
 -0.456,  +0.250,  +0.868
 -0.113,  +1.136,  -0.448
 +0.195,  -0.712,  +0.910
 -0.361,  +0.091,  -0.261
 +1.024,  +1.006,  +2.798
 +0.328,  -0.003,  +0.289
 -0.216,  +0.690,  +0.669
 +0.148,  +0.751,  +1.488
 +1.710,  +0.977,  -1.003
 +1.069,  +0.880,  -0.530
 -0.125,  +1.650,  -0.593
 +0.358,  +1.167,  -0.022
 -0.526,  +0.013,  +0.069
 -0.555,  +0.022,  -0.531
 -0.293,  -0.457,  +0.143
 +0.422,  -0.698,  -0.233
 -2.407,  -0.092,  +1.048
 +0.024,  -0.011,  -1.658
 +1.182,  -0.322,  -0.695
 -1.845,  +0.391,  -0.391
 +0.092,  +1.466,  +0.561
 -0.664,  -0.636,  +0.387
 +0.465,  -1.789,  +0.665
 -0.232,  +0.598,  +1.548
 +1.451,  -0.227,  -0.701
 -0.697,  +0.318,  -1.124
 -1.934,  -0.042,  -0.257
 -0.171,  +1.025,  +1.776
 +0.212,  +1.188,  +0.020
 +1.438,  +0.468,  +0.065
 -1.107,  -0.168,  +1.315
 -0.658,  +0.196,  +1.163
 +0.826,  +0.636,  +0.885
 -1.146,  +0.082,  -0.532
 +0.387,  +1.629,  -1.617
 +1.155,  +0.390,  +1.507
 -2.363,  -0.990,  -2.187
 -0.282,  +1.490,  -0.849
 +0.447,  +0.620,  -0.602
 -2.634,  -0.077,  +0.007
 +0.974,  -1.200,  +0.825
 +1.082,  -1.771,  -0.579
 -1.974,  +0.068,  +0.965
 -0.771,  -1.048,  -0.208
 +0.960,  -1.693,  -0.757
 -0.837,  +1.089,  +0.262
 -1.165,  -0.578,  +0.551
 -0.625,  -1.200,  -0.115
 +0.498,  +0.312,  +1.127
 -1.083,  -1.791,  -0.484
 -2.017,  +0.884,  +0.447
 +0.263,  +0.695,  +0.516
 -1.272,  +0.542,  -0.654
 -0.612,  -1.691,  -1.604
 +1.620,  +0.052,  +0.030
 +0.440,  +0.623,  -0.962
 +1.088,  +0.238,  +0.068
 -1.386,  -0.638,  -0.996
 -0.131,  -0.199,  +0.030
 -1.928,  -2.806,  +1.532
 -0.687,  +0.578,  -0.146
 +1.448,  -1.339,  +0.872
 -2.871,  +0.011,  +1.035
 -0.657,  -1.244,  -0.148
 -0.260,  +0.452,  -1.082
 +0.173,  -1.221,  -1.674
 +1.250,  +0.390,  +0.262
 -1.911,  -0.434,  -1.967
 +0.297,  +1.051,  -0.190
 -0.106,  -0.246,  +1.712
 -0.777,  -1.463,  -0.527
 -0.736,  +0.935,  -1.155
 +0.450,  +2.179,  -0.464
 +0.700,  +0.449,  +0.170
 -1.420,  -0.841,  +1.026
 +1.387,  +0.268,  -1.959
 +0.611,  -0.661,  -0.425
 +0.865,  -1.111,  +1.370
 +0.994,  +1.816,  +0.319
 +0.203,  -1.436,  +0.177
 -0.277,  -0.841,  -2.309
 -0.414,  -0.001,  -0.894
 +0.249,  +0.905,  -0.497
 -0.109,  +1.894,  -1.870
 -1.574,  +0.342,  +0.052
 -0.038,  -0.286,  +0.953
 -0.207,  +0.250,  -2.054
 +2.483,  +0.475,  +0.250
 +0.499,  +0.239,  +1.006
 -1.106,  -0.268,  -0.231
 -0.385,  +0.253,  +1.402
 -1.338,  -1.088,  +0.294
 -0.703,  -0.499,  +1.037
 -1.157,  -0.755,  +0.346
 -0.150,  -1.409,  +1.010
 +0.225,  +2.920,  +1.466
 +0.537,  -1.595,  -0.063
 -0.266,  -0.420,  +1.473
 -0.801,  +0.651,  +1.680
 -0.759,  -0.604,  +1.207
 -0.216,  -1.597,  -1.442
 -0.818,  -0.757,  -0.289
 +1.601,  +0.852,  +0.290
 -0.376,  -0.465,  -0.336
 -0.252,  -0.126,  -0.989
 +0.160,  +2.219,  +0.133
 +0.850,  -1.274,  +0.240
 -0.396,  -1.340,  +0.437
 +0.442,  -1.266,  +1.181
 +0.893,  -1.704,  +0.324
 +1.245,  +0.453,  +0.741
 -0.332,  -0.624,  +0.980
 +0.325,  +0.776,  -0.203
 -0.341,  +0.975,  -0.116
 +0.777,  -1.511,  +0.807
 +1.641,  -0.898,  -0.510
 +0.232,  +0.053,  -1.333
 -1.267,  -0.597,  -0.688
 -0.367,  +0.081,  +0.882
 +1.819,  -0.837,  +0.631
 -0.417,  -1.097,  +0.308
 -1.838,  +0.004,  -0.104
 +1.761,  +0.866,  +0.804
 +1.079,  +1.883,  -0.265
 -1.605,  +0.120,  +0.504
 -0.129,  +1.519,  -0.554
 +0.085,  -1.680,  +0.210
 -0.132,  +0.317,  +0.067
 +0.787,  +0.585,  -0.034
 +0.512,  +0.094,  -0.995
 -0.193,  +0.061,  +1.340
 -1.209,  -0.921,  +0.294
 -0.624,  -0.935,  +1.133
 -0.803,  -0.069,  +0.085
 -0.649,  +0.522,  -0.016
 -1.537,  -1.284,  +1.543
 +0.942,  +0.553,  +1.422
 +0.494,  +0.174,  -1.194
 +0.418,  -1.289,  -0.258
 -0.847,  -0.155,  -0.906
 -0.039,  -0.859,  -0.285
 -0.282,  +0.533,  +1.109
 +0.431,  +0.253,  -1.696
 +0.154,  +0.906,  +0.966
 -0.603,  -0.432,  -1.182
 -1.133,  +1.414,  +1.196
 +0.464,  +0.884,  +0.884
 +1.622,  -0.570,  +2.540
 -1.444,  +0.004,  -0.815
 -1.240,  -0.601,  -0.007
 +0.243,  -0.517,  +1.169
 +1.663,  +0.929,  -0.160
 +0.723,  +1.569,  +0.045
 -0.194,  +1.329,  +0.296
 -2.099,  -0.737,  -0.376
 -0.222,  -0.775,  +0.283
 +1.378,  +0.022,  -0.593
 +2.043,  -0.667,  +1.049
 +0.296,  -0.579,  -2.354
 +1.449,  +0.424,  -1.105
 -1.118,  -1.316,  +0.046
 -0.172,  -0.572,  +0.102
 +0.527,  +0.125,  +0.890
 -0.716,  +0.810,  -1.775
 +0.250,  -0.525,  -0.258
 +0.804,  -1.635,  -0.470
 -0.250,  -1.384,  -0.550
 +0.852,  -1.540,  -0.415
 +0.075,  +1.240,  -0.794
 +0.674,  -1.804,  -0.455
 +0.730,  -0.040,  -0.110
 +0.057,  -0.877,  -0.405
 +1.504,  +0.885,  +0.458
 +1.803,  +1.256,  -0.263
 -0.075,  +0.279,  +1.447
 +1.477,  -0.136,  -1.085
 +1.460,  -0.429,  -1.165
 +0.182,  +1.927,  +0.269
 +0.082,  +1.609,  +0.559
 +0.738,  -0.913,  +0.072
 -0.986,  +1.256,  +0.268
 +0.096,  -0.768,  +0.282
 +0.545,  +1.097,  +0.848
 -1.166,  -1.033,  +2.059
 -0.530,  +0.027,  -0.865
 +0.720,  -0.392,  +0.594
 +0.721,  -0.180,  +1.444
 +0.058,  +0.592,  -1.132
 -1.988,  +0.284,  -2.862
 -0.745,  -0.583,  -0.489
 -1.079,  +2.695,  +1.718
 +0.310,  -1.494,  +0.005
 +0.097,  +0.128,  +0.292
 -0.462,  +0.815,  -0.608
 -0.448,  +1.281,  +1.591
 -1.116,  +2.729,  -0.831
 +1.234,  +0.066,  -0.817
 -0.111,  +0.127,  +0.292
 +0.764,  -1.219,  +0.090
 +0.102,  -1.570,  +0.377
 -0.389,  -1.230,  -1.228
 +0.583,  +0.504,  -0.797
 +1.473,  +1.528,  +1.176
 -0.567,  -0.288,  -1.390
 -1.850,  +1.407,  -1.116
 +0.059,  -0.908,  -0.876
 +0.780,  +0.612,  -0.545
 +0.120,  +2.917,  +0.035
 +1.314,  -0.090,  -1.516
 +0.521,  -0.530,  -0.889
 +0.210,  -0.613,  -1.467
 -2.189,  -1.375,  +0.833
 +0.256,  -0.337,  +0.157
 -1.163,  -0.433,  +0.687
 -0.315,  +0.886,  +0.716
 -1.353,  +0.998,  +0.052
 -0.649,  -0.322,  -0.484
 +1.272,  -0.778,  +0.267
 -0.403,  +0.310,  +0.607
 -0.420,  -0.576,  -0.485
 +0.827,  +1.151,  +0.147
 -0.713,  -0.321,  +0.876
 -0.089,  +1.931,  +1.633
 +0.549,  +1.461,  +0.670
 +1.107,  +0.602,  +1.325
 +1.678,  -1.005,  -1.606
 -0.137,  +2.000,  -1.133
 -1.148,  +0.069,  -0.539
 +0.122,  -0.080,  -0.874
 -0.092,  +0.230,  -0.098
 -1.227,  +0.717,  +0.364
 -0.881,  +1.024,  +0.598
 +0.099,  -0.784,  +0.707
 -0.393,  -0.985,  -0.497
 -0.278,  -2.517,  +0.150
 -0.279,  -0.330,  +0.984
 -0.475,  +2.315,  +0.352
 +1.346,  +0.091,  +0.776
 +0.118,  -0.551,  +0.630
 +0.450,  +1.900,  -0.506
 +0.907,  +0.463,  -0.552
 +0.532,  -0.769,  -0.532
 +1.838,  +1.211,  -0.569
 +0.309,  +1.136,  +0.961
 -0.723,  +0.249,  +1.597
 +1.160,  -0.178,  -1.357
 -0.117,  -1.186,  -0.387
 -0.117,  +0.377,  -1.342
 -1.009,  +2.898,  -0.706
 -0.755,  -0.020,  -0.271
 +0.408,  -0.413,  +1.218
 +1.216,  +1.543,  +1.329
 -0.952,  -0.613,  +0.312
 +1.112,  +0.598,  -0.903
 -0.610,  +1.264,  +1.668
 +0.314,  +1.420,  +0.922
 -0.836,  +0.355,  +0.263
 +1.771,  +1.086,  -0.204
 +0.393,  +1.632,  -0.469
 +0.713,  -0.651,  +1.775
 -0.759,  -1.409,  +0.266
 -0.843,  -2.614,  -0.081
 -0.060,  -1.854,  -0.874
 -0.536,  +0.971,  +0.268
 +1.147,  +0.142,  +0.746
 +0.047,  +0.884,  -0.634
 -1.689,  -1.237,  -0.828
 +0.603,  +1.387,  +0.067
 +1.584,  -1.606,  +0.184
 +0.903,  +1.633,  -1.288
 -0.934,  -0.044,  +0.504
 -0.214,  +0.296,  +3.141
 -0.915,  -0.405,  -1.013
 -0.604,  -0.332,  -1.985
 +0.437,  +0.397,  -0.725
 -0.597,  +1.215,  -0.493
 -0.331,  -0.913,  +0.497
 +1.415,  +0.372,  -1.084
 -0.106,  -0.674,  -1.958
 -0.234,  -1.662,  +1.011
 +0.672,  +1.024,  +1.071
 -0.461,  -0.299,  +1.771
 +0.880,  +1.098,  +0.151
 +1.081,  -1.344,  -0.572
 -1.616,  -0.201,  +0.870
 -0.295,  -0.267,  +0.322
 +0.383,  -0.335,  +1.932
 +0.130,  -0.325,  +0.302
 +1.431,  +0.105,  +0.035
 -0.973,  +1.479,  -0.599
 -0.284,  -0.742,  +0.760
 +0.665,  -2.257,  +0.232
 +1.213,  -0.163,  -1.843
 -0.407,  +1.100,  -0.561
 -0.496,  +0.355,  +1.338
 -0.764,  +1.040,  -0.596
 +2.333,  -0.065,  -1.612
 -0.518,  -0.722,  +0.013
 -0.153,  +1.968,  +0.233
 +1.133,  +0.381,  -0.622
 -0.809,  -0.305,  -1.611
 -1.143,  +0.135,  -0.736
 +0.346,  -0.852,  +0.285
 -1.954,  -1.267,  +0.351
 +0.678,  +1.557,  -0.333
 +0.712,  +0.728,  -0.117
 -0.224,  -1.107,  -0.871
 -0.665,  -0.388,  +0.118
 +0.216,  -1.697,  -0.546
 +1.937,  -2.152,  -1.325
 -0.114,  -0.479,  +0.295
 -0.395,  +0.286,  +0.765
 +1.247,  +0.405,  +0.752
 +0.973,  -2.885,  -0.416
 -0.590,  -0.077,  -0.021
 +0.127,  +2.120,  -0.921
 -0.965,  +1.567,  +1.209
 +0.185,  -0.056,  -0.707
 +1.354,  +0.433,  +0.593
 +1.178,  -2.681,  -1.646
 +0.921,  -1.525,  +1.060
 -0.563,  -0.433,  -1.271
 -1.933,  +1.115,  -1.259
 +0.370,  +1.845,  -0.637
 +0.197,  -0.741,  +0.490
 +1.108,  -0.910,  +1.066
 +1.364,  +1.286,  -0.646
 -0.613,  +2.173,  +0.214
 -0.800,  +2.336,  +0.058
 -0.803,  +0.960,  +0.938
 -0.505,  +1.573,  -0.934
 -0.336,  +0.876,  +0.596
 -0.615,  +1.333,  +1.018
 -0.143,  -2.110,  +1.364
 -1.106,  +1.325,  +0.172
 -0.312,  +0.764,  +2.803
 +1.491,  -1.127,  -0.512
 -0.780,  -1.301,  +0.419
 -0.891,  -0.162,  -0.432
 -0.218,  -0.800,  -0.389
 +0.412,  -1.279,  +1.606
 -1.247,  -0.307,  -1.367
 +2.401,  +0.505,  +0.169
 -0.184,  +0.517,  -0.399
 -3.464,  -1.840,  +0.199
 -1.312,  +0.179,  -0.831
 -1.104,  +0.922,  +0.843
 -0.814,  +1.283,  -0.359
 +0.591,  +0.450,  +0.078
 -1.114,  +0.015,  +0.537
 +0.140,  -0.471,  -0.698
 +1.606,  +1.378,  -1.090
 +0.184,  +1.630,  +1.555
 -0.713,  +1.717,  +0.713
 -1.290,  +0.446,  -2.474
 +0.308,  +0.112,  -1.163
 -1.490,  +0.955,  -0.831
 +0.147,  +0.771,  +0.061
 +0.269,  -0.583,  -1.732
 -0.126,  +1.814,  +0.163
 -0.896,  +0.095,  -0.476
 -0.173,  -0.805,  +2.047
 -0.509,  -0.365,  -1.708
 -0.482,  -1.312,  -1.568
 -0.700,  -1.597,  +1.585
 +0.538,  -0.197,  +0.190
 +0.456,  +1.670,  -1.567
 -1.997,  -0.029,  +0.987
 -0.312,  +1.282,  +0.819
 -1.112,  +0.589,  -0.400
 -0.011,  -0.572,  -0.989
 -1.166,  -0.616,  -0.823
 -1.232,  +1.321,  -0.666
 +0.616,  +1.311,  +1.691
 -0.553,  -0.655,  -1.004
 -0.534,  +1.173,  +1.180
 -0.965,  -0.253,  +2.611
 -0.497,  -0.930,  -0.920
 +1.546,  +0.830,  -1.284
 +0.098,  -1.278,  +1.118
 -1.164,  -1.091,  +0.778
 -0.217,  -0.969,  -0.038
 -0.745,  -1.078,  -0.311
 +1.646,  +0.669,  +1.134
 -0.285,  -1.567,  +0.496
 -0.437,  +0.948,  +2.446
 -0.864,  +1.502,  +0.755
 +0.900,  +1.025,  -0.182
 -0.517,  -0.027,  -0.849
 -0.513,  +0.127,  -0.975
 +0.153,  +0.800,  -1.073
 -1.046,  +1.005,  -0.115
 -0.982,  +2.099,  +2.151
 -0.698,  -0.203,  -1.191
 +0.803,  +1.090,  +1.317
 -0.632,  +1.615,  +0.574
 -0.421,  -0.563,  -1.120
 -0.778,  +0.489,  +0.885
 +1.178,  +0.665,  +0.529
 +0.877,  -1.957,  +0.430
 +0.846,  -0.973,  -0.421
 -0.863,  +0.507,  -1.031
 +0.887,  +1.084,  -0.852
 +0.025,  +0.210,  +2.128
 +1.313,  +0.826,  +1.022
 +0.545,  +0.123,  -0.644
 +0.163,  +1.615,  -0.447
 +1.467,  +0.683,  -0.122
 -0.917,  +0.211,  +0.664
 -0.366,  +0.113,  -0.898
 +0.120,  +2.084,  +0.597
 +1.258,  -0.243,  -0.047
 -0.615,  +0.659,  +0.596
 -0.154,  -2.420,  -0.999
 +1.764,  +1.855,  -0.207
 -0.498,  +1.467,  -0.880
 +0.325,  -0.763,  -0.074
 -1.216,  -0.269,  -1.573
 +0.700,  -0.307,  +0.158
 +2.655,  +0.426,  -1.175
 +0.341,  -1.911,  -1.076
 -0.131,  +2.265,  -1.624
 -0.157,  -0.754,  +0.019
 +0.796,  +0.013,  -0.017
 +0.003,  +1.108,  -0.217
 +1.642,  +0.658,  -1.175
 +2.224,  -0.657,  +1.090
 +0.222,  -0.246,  -0.348
 +0.796,  -0.067,  +0.061
 +0.661,  -0.401,  +0.008
 +0.009,  +1.436,  +0.914
 +0.561,  -0.049,  +0.651
 -0.813,  +1.732,  +0.030
 -1.098,  +0.834,  +1.443
 +0.603,  +1.734,  +0.382
 -0.813,  -1.156,  -1.307
 +0.561,  -0.346,  -0.996
 +1.706,  -0.209,  +1.096
 +0.137,  -0.305,  +1.165
 +0.797,  -0.500,  +2.098
 -0.861,  -1.513,  -0.107
 +0.486,  +2.250,  +0.008
 +1.793,  -0.699,  -1.140
 +0.007,  -1.602,  +1.215
 -1.127,  +0.338,  +0.738
 -0.428,  +0.821,  -0.409
 +0.517,  +0.897,  +1.980
 -0.744,  -1.020,  +0.011
 -0.772,  +1.968,  +1.144
 +0.644,  -0.874,  -0.314
 +0.147,  -1.193,  -0.266
 +1.020,  -2.379,  -1.344
